N,P,K,pH,EC,OC,B,Zn,Fe,Mn,Cu,S,Crop
172,47,567,8.47,0.66,0.86,6.62,0.65,7.21,3.21,0.36,61,Rice
163,17,438,8.1,0.35,0.21,2.26,0.37,3.94,16.34,0.36,56,Jawar
186,13,504,8.14,0.24,0.85,6.121,0.26,2.87,16.34,0.36,56,Jawar
186,13,438,8.14,0.24,0.85,6.121,0.26,2.87,16.34,0.36,56,Jawar
186,31,648,7.47,0.34,0.56,3.24,0.34,2.5,8.63,0.36,56,Rice
163,17,438,8.1,0.35,0.85,6.121,0.26,3.94,6.59,0.36,56,Jawar
194,17,504,8.14,0.35,0.85,2.26,0.26,3.94,6.59,0.36,56,Jawar
163,13,504,8.1,0.35,0.21,2.26,0.37,2.87,6.59,0.36,56,Jawar
244,42,540,9.24,0.33,0.86,4.05,2.13,3.26,4.13,0.36,53,Rice
163,13,516,8.14,0.24,0.85,6.121,0.26,2.87,16.34,0.36,47,Jawar
241,20,606,7.89,0.34,0.28,5.13,0.2,3.75,4.44,0.36,45,Rice
178,24,336,7.97,0.41,0.41,4.32,1.25,8.08,1.9,0.36,45,Rice
214,13,432,8.56,0.39,0.39,6.75,0.24,5.94,9.51,0.36,42,Jawar
189,24,534,8.24,0.31,0.39,2.43,0.26,2.84,7.01,0.36,42,Rice
268,61,558,8.23,0.26,0.53,2.97,0.63,2.97,3.61,0.36,42,Rice
158,40,198,7.87,0.28,0.49,0.94,0.72,1.95,8.84,0.36,41,Rice
163,17,438,8.1,0.35,0.21,2.26,0.37,3.94,16.34,0.36,40,Jawar
186,13,504,8.14,0.24,0.85,6.121,0.26,3.94,16.34,0.36,40,Jawar
156,33,290,8.12,0.92,0.24,6.75,0.61,4.3,6.66,0.36,40,Rice
163,13,438,8.1,0.35,0.85,6.121,0.37,3.94,6.59,0.36,40,Jawar
163,13,504,8.14,0.35,0.85,2.26,0.37,3.94,6.59,0.36,40,Jawar
163,17,438,8.1,0.24,0.85,2.26,0.37,3.94,6.59,0.36,40,Jawar
163,13,438,8.1,0.24,0.85,2.26,0.37,3.94,6.59,0.36,40,Jawar
163,17,438,8.14,0.35,0.21,2.26,0.37,3.94,6.59,0.36,40,Jawar
163,13,438,8.14,0.35,0.21,2.26,0.37,3.94,6.59,0.36,40,Jawar
163,17,438,8.1,0.35,0.21,2.26,0.37,2.87,6.59,0.36,40,Jawar
248,57,414,7.96,0.42,0.27,4.86,0.32,3.78,3.82,0.36,40,Rice
238,44,636,8.72,1.12,0.63,4.32,0.26,6.24,12.13,0.36,37,Rice
141,200,176,8.42,0.32,0.72,0.93,1.23,6.02,4.71,0.36,37,Rice
63,69,291,7.29,0.89,0.32,3.42,0.214,4.704,27.9,0.36,34,Cotton
228,41,481,8.44,0.2,0.26,3.79,0.49,4.36,3.54,0.36,32,Rice
218,72,576,8.4,0.1,0.74,0.81,0.09,2.81,4.16,0.36,29,Rice
151,36,428,8.41,0.51,0.55,1.81,0.92,4.35,5.92,0.36,26,Rice
102,25,402,8.32,0.54,0.32,0.78,0.541,1.32,6.91,0.36,24,Rice
98,26,402,7.85,0.54,0.28,0.78,0.85,0.54,2.36,0.36,24,Rice
196,27,348,7.85,0.64,0.32,1.24,0.26,12.9,30.8,0.36,22,Rice
158,40,336,7.79,0.82,0.72,1.24,0.32,1.58,22.14,0.36,22,Rice
219,22,558,8.69,0.63,0.71,5.6,0.2,5.61,6.71,0.36,21,Rice
161,67,252,7.79,0.29,0.28,0.63,0.39,5.36,33.18,0.36,20,Rice
98,29,660,7.63,0.42,0.51,0.69,4.14,9.55,3.46,0.36,19,Rice
98,18,449,7.83,0.31,0.36,0.65,3.92,16.18,3,0.36,19,Jawar
129,25,402,7.9,0.24,0.56,0.57,0.85,1.79,2.36,0.36,19,Rice
102,26,302,8.32,0.16,0.56,0.86,0.85,1.32,2.36,0.36,19,Rice
102,26,402,7.32,0.24,0.28,0.57,0.85,1.32,2.36,0.36,19,Rice
98,25,347,7.85,0.24,0.56,0.78,0.84,1.32,2.36,0.36,19,Rice
129,26,402,8.32,0.16,0.56,0.78,0.84,1.32,2.36,0.36,19,Rice
102,25,402,7.85,0.54,0.41,0.78,0.84,1.32,2.36,0.36,19,Rice
129,25,402,8.32,0.24,0.32,0.57,0.84,1.32,2.36,0.36,19,Rice
102,25,302,7.32,0.16,0.28,0.57,0.84,1.32,2.36,0.36,19,Rice
188,27,378,7.9,0.18,0.26,0.63,0.32,0.81,4.16,0.36,18,Rice
216,47,160,8.41,0.32,0.52,1.02,0.066,1.023,1.97,0.36,17,Rice
246,31,576,7.77,0.33,0.54,2.43,0.75,4.89,22.78,0.36,16,Rice
262,51,408,7.29,0.91,0.36,1.43,1.49,1.09,13.26,0.36,14,Rice
149,63,54,7.81,0.97,0.48,0.37,0.14,0.97,1.32,0.36,12,Cotton
159,15,570,7.64,0.39,0.41,3.24,0.3,5.96,10.61,0.36,11,Jawar
96,33,381,7.02,0.02,0.26,1.14,0.75,5.32,5.76,0.36,10,Rice
150,14,514,7.32,0.08,0.03,4.56,0.34,1.698,4.388,0.358,78,Jawar
100,23,133,7.89,0.38,0.77,9.56,0.91,4.38,16.48,0.356,83,Rice
38,120,34,7.47,0.05,0.66,2.97,1.658,10.08,2.194,0.354,11,Cotton
176,38,474,7.55,0.73,0.12,7.83,0.73,0.093,3.72,0.3528,61,Rice
50,31,588,7.75,0.28,0.6,6.08,0.538,6.392,0.884,0.352,140,Cotton
25,12,501,8.31,0.27,0.27,3.04,1.112,7.056,3.77,0.352,72,Cotton
138,16,135,7.11,0.11,0.38,1.35,0.816,7.284,5.871,0.352,53,Jawar
13,31,480,8.13,0.16,0.21,6.46,1.434,0.92,3.074,0.352,38,Cotton
63,23,434,7.42,1.72,0.29,6.08,1.342,22.96,15.6,0.35,98,Cotton
152,22,511,7.09,0.83,0.33,6.21,0.52,3.29,5.31,0.35,53,Rice
200,64,600,8.78,0.07,0.64,1.89,1.26,6.61,5.9,0.35,50,Rice
219,39,444,8.13,0.32,0.26,2.43,0.91,4.67,3.59,0.35,32,Rice
124,36,333,8.2,0.14,0.39,1.48,1.45,3.39,19.77,0.35,29,Rice
219,64,378,8.42,0.32,0.53,1.35,0.37,6.32,3.45,0.35,19,Rice
160,22,292,7.06,0.16,0.48,2,1.81,1.78,8.61,0.35,10,Rice
88,35,455,7.42,0.18,0.81,8.74,1.326,9.112,5.772,0.346,57,Rice
282,29,240,7.86,0.42,0.72,1.72,1.03,0.81,16.55,0.345,22,Rice
25,114,148,7.65,0.34,0.38,6.46,0.692,8.23,19.8,0.344,66,Cotton
38,44,253,7.91,0.34,0.38,9.5,0.78,13.66,19.95,0.344,6,Cotton
100,62,198,7.86,0.26,0.74,1.9,0.386,6.241,7.748,0.342,64,Rice
121,73,299,7.6,0.21,0.44,0.48,0.83,19.45,18.64,0.342,15,Rice
46,23,496,7.81,0.49,0.12,6.68,0.472,4.438,7.662,0.34,84,Cotton
215,48,456,8.45,0.35,0.67,4.54,0.21,3.62,9.18,0.34,49,Rice
193,53,516,8.14,0.3,0.71,3.24,0.63,1.36,4.72,0.34,48,Rice
159,33,558,8.38,0.36,0.73,5.13,0.17,4.58,3.25,0.34,48,Rice
182,31,456,7.43,0.32,0.59,2.43,0.48,4.28,6.85,0.34,45,Rice
239,57,588,7.82,0.16,0.24,5.13,1.68,1.76,1.43,0.34,40,Rice
43,34,566,7.76,0.66,0.18,3.1,0.173,5.138,9.63,0.34,39,Cotton
258,35,570,8.29,0.34,0.41,0.81,0.4,8.41,8.71,0.34,32,Rice
185,39,570,8.68,0.63,0.67,1.62,1.08,8.43,1.43,0.34,32,Rice
125,43,326,8.16,0.22,0.41,0.57,0.324,0.272,2.238,0.34,29,Rice
106,65,585,8.11,0.14,0.32,0.78,1.58,0.74,2.1,0.34,29,Rice
265,53,570,7.78,0.27,0.3,2.43,0.91,8.28,9.85,0.34,27,Rice
143,24,478,8.5,0.2,0.84,7.29,0.68,4.28,8.79,0.34,27,Rice
254,150,32,8.16,0.36,0.75,0.99,0.69,2.1,3.83,0.34,23,Cotton
184,33,594,7.38,0.17,0.84,2.16,0.16,3.19,4.51,0.34,22,Rice
256,70,582,8.13,0.32,0.73,0.81,1.94,6.21,1.02,0.34,21,Rice
263,169,184,8.12,0.24,0.8,0.96,0.85,2.1,6.83,0.34,18,Rice
63,18,41,7.34,0.78,0.33,1.05,0.572,39.74,3.864,0.336,26,Cotton
75,35,350,7.53,1.46,0.29,6.84,1.892,22.56,15.7,0.332,68,Rice
31,134,72,8.63,0.22,0.88,1.12,1.72,0.44,7.84,0.332,13,Cotton
24,98,530,8.32,0.76,0.28,0.86,2.57,3.2,8.17,0.33,67,Cotton
194,33,366,8.37,0.94,0.58,8.37,0.458,1.16,11.86,0.33,61,Rice
212,42,414,8.24,0.59,0.35,1.62,0.86,4.71,13.24,0.33,37,Rice
182,68,252,7.68,0.65,0.68,6.48,0.21,4.15,6.76,0.33,37,Rice
207,26,466,8.39,0.75,0.35,4.33,0.71,4.26,4.71,0.33,37,Rice
129,37,59,7.88,0.97,0.65,0.17,0.57,1.58,2.97,0.33,37,Cotton
63,99,270,7.1,0.1,0.49,1.62,0.886,14.53,3.152,0.33,36,Cotton
174,49,420,7.8,0.28,0.75,0.63,0.29,3.9,2.82,0.33,34,Rice
146,36,394,8.09,0.16,0.41,0.59,7.54,1.78,11.37,0.33,24,Rice
114,25,626,7.08,0.42,0.36,0.61,2.32,11.27,7.12,0.33,5,Rice
125,33,85,7.71,0.77,0.4,5.32,0.748,10.72,19.49,0.328,97,Cotton
125,8,606,8.42,0.22,0.45,11.02,0.894,7.222,1.314,0.328,64,Jawar
163,4,88,7.9,0.31,0.38,3.8,0.678,7.616,20.26,0.328,60,Jawar
75,41,148,7.43,0.33,0.41,3.42,0.71,10.52,19.63,0.328,43,Rice
50,23,487,7.98,0.22,0.36,3.8,0.952,6.558,2.774,0.328,34,Cotton
145,83,272,7.22,0.09,0.47,0.68,0.898,17.31,21.8,0.328,10,Rice
314,142,277,8.54,0.59,0.15,0.688,1.206,6.624,4.484,0.326,23,Rice
213,216,419,8.53,0.27,0.41,0.129,0.814,3.2,4.174,0.322,146,Rice
99,63,522,8.63,0.223,0.556,0.202,33.02,0.5,0.566,0.322,22,Rice
121,18,313,8.02,0.14,0.58,1.72,0.518,4.23,19.88,0.32,95,Jawar
244,44,606,8.42,0.26,0.42,3.24,1.85,3.05,5.29,0.32,56,Rice
206,57,486,7.33,0.55,0.55,1.89,0.22,5.24,8.52,0.32,45,Rice
162,83,564,8.14,0.15,0.59,4.32,0.92,1.84,1.02,0.32,45,Rice
242,39,594,7.46,0.15,0.29,1.89,0.26,6.21,5.36,0.32,42,Rice
156,39,624,8.64,0.25,0.37,7.02,0.66,3.81,0.84,0.32,42,Rice
100,8,399,8.24,0.07,0.35,1.824,0.814,6.468,6.766,0.32,33,Jawar
113,37,169,7.91,0.11,0.63,1.87,1.234,10.39,7.624,0.32,32,Rice
279,69,312,8.46,0.35,0.38,0.15,0.32,0.21,0.21,0.32,32,Rice
174,68,558,7.21,0.3,0.48,3.78,0.42,2.84,4.51,0.32,29,Rice
156,56,294,7.8,0.99,0.54,6.21,0.72,2.78,3.19,0.32,29,Rice
261,54,374,7.03,0.09,0.45,1.86,0.99,4.41,10.2,0.32,19,Rice
110,20,374,7.39,0.61,0.41,0.64,0.41,2.11,19.03,0.32,15,Rice
232,22,540,7.61,0.22,0.29,0.81,0.65,4.76,7.14,0.32,11,Rice
113,92,414,7.79,0.62,0.41,5.25,0.652,8.282,4.638,0.318,31,Rice
63,31,161,8.4,0.2,0.42,6.08,0.254,5.63,6.456,0.316,179,Cotton
100,12,599,7.31,0.19,0.41,3.42,0.974,6.976,4.444,0.316,57,Jawar
176,44,434,8.31,0.58,0.44,2.8,1.03,12.51,8.812,0.314,79,Rice
100,22,346,7.61,0.77,0.41,3.8,0.78,8.562,15.46,0.314,60,Rice
200,26.2,114,6.18,0.78,0.4,2.15,0.752,5.6,7.9,0.314,4,Rice
232,57,372,8.03,0.27,0.81,7.02,1.31,5.08,3.9,0.31,61,Rice
212,46,508,7.96,0.86,0.84,6.89,0.28,6.72,9.09,0.31,58,Rice
153,57,414,7.04,0.37,0.37,2.43,1.096,9.72,5.69,0.31,53,Rice
210,37,672,8.4,1.12,0.36,5.13,2.97,1.69,2.95,0.31,46,Rice
181,138,208,7.89,0.2,0.59,1.47,0.46,2.07,3.59,0.31,41,Rice
187,28,558,8.1,1,0.37,7.56,0.21,2.19,9.32,0.31,40,Rice
184,50,546,8.28,1.25,0.53,4.06,1.29,0.28,1.39,0.31,29,Rice
162,13,379,7.59,0.19,0.95,5.96,0.88,6.88,11.12,0.31,26,Jawar
147,191,192,7.94,0.16,0.56,0.62,0.9,7.72,9.95,0.31,15,Rice
88,12,369,7.98,0.3,0.57,3.8,0.864,11.75,5.418,0.308,79,Jawar
125,4,431,8.11,0.29,0.83,3.8,0.838,7.552,1.182,0.304,295,Jawar
113,15,571,7.59,0.29,0.32,7.6,0.538,7.386,2.608,0.304,197,Jawar
138,8,459,8.13,0.16,0.38,1.9,1.066,5.232,0.984,0.304,155,Jawar
63,31,501,8.31,0.32,0.42,6.08,1.422,7.222,2.874,0.304,147,Cotton
113,31,301,7.56,0.22,0.32,7.22,1.41,4.9,2.94,0.304,121,Rice
260,39,540,8.23,0.39,0.65,5.94,1.84,2.32,10.53,0.3,32,Rice
141,22,503,7.41,0.18,0.29,0.69,0.89,3.69,12.74,0.3,29,Rice
196,22,714,7.45,0.04,0.33,0.92,0.74,0.22,5.13,0.3,27,Rice
164,40,456,8.09,0.16,0.41,0.73,1.03,0.88,15.91,0.3,24,Rice
151,36,320,8,0.33,0.116,0.71,1.94,7.65,6.99,0.3,24,Rice
183,58,326,7.69,0.33,0.41,0.41,4.22,9.35,4.24,0.3,24,Rice
132,15,469,7.09,0.44,0.32,0.81,1.44,0.92,3.85,0.3,24,Jawar
178,39,600,8.45,0.77,0.59,5.35,0.37,5.19,6.25,0.3,21,Rice
154,58,384,8.6,1.08,0.39,0.94,0.49,1.86,2.17,0.3,18,Rice
136,15,333,7.35,0.32,0.34,0.74,0.78,2.73,9.62,0.3,10,Jawar
100,155,102,7.46,0.46,0.27,2.66,0.666,1.988,0.798,0.298,37,Rice
98,51,530,7.42,0.01,0.34,0.81,1.21,2.17,21,0.298,29,Rice
138,33,117,8.05,0.45,0.44,2.45,0.19,6.55,12.02,0.298,26,Rice
110,25,558,7.15,0.1,0.36,0.74,0.892,8.264,22.26,0.298,19,Rice
100,96,61,7.91,0.39,0.33,0.82,1.298,9.73,3.004,0.298,7,Cotton
126,110,189,7.82,0.27,0.35,0.528,0.95,6.444,4.78,0.292,1,Rice
119,22,248,8.43,0.17,0.38,0.7,0.2,3.57,1.78,0.29,70,Rice
218,24,409,9,0.56,0.81,1.36,0.36,11.28,6.68,0.29,59,Rice
174,33,474,8.35,0.46,0.8,4.86,0.29,4.1,8.19,0.29,53,Rice
164,79,390,7.7,1.78,0.13,4.86,0.24,4.96,7.64,0.29,53,Rice
213,27,540,8.43,0.77,0.29,2.43,0.29,1.89,5.62,0.29,50,Rice
103,40,367,7.54,0.08,0.29,1.14,0.38,0.492,16.32,0.29,48,Rice
163,28,618,8.39,0.28,0.93,9.18,0.76,3.81,0.48,0.29,40,Rice
215,40,360,7.91,0.55,0.5,0.63,0.56,7.9,6.41,0.29,30,Rice
241,81,72,8.4,0.24,0.56,0.93,0.14,3.27,8.6,0.29,29,Cotton
256,59,480,8.47,0.83,0.67,5.13,1.15,2.19,6.37,0.29,27,Rice
228,29,318,8.15,0.54,0.25,5.4,0.12,2.85,2.59,0.29,21,Rice
194,18,540,7.69,0.4,0.49,8.37,0.86,6.13,4.59,0.29,19,Jawar
88,105,54,7.1,0.16,0.18,3.24,1.482,9.182,2.258,0.288,29,Cotton
25,77,98,7.83,0.15,0.29,3.04,0.542,8.642,10.38,0.288,23,Cotton
137.98,46,345,6.3,0.53,0.6,0.16,0.712,7.32,2.108,0.288,4,Rice
116,138,129,7.78,0.13,0.54,0.58,0.888,3.862,7.524,0.284,10,Rice
138,25,264,7.69,0.33,1.14,0.37,0.5,4.72,2.186,0.282,48,Rice
34,4,637,8.63,0.24,0.15,4.94,0.264,6.89,0.652,0.28,276,Cotton
3,4,550,7.96,0.18,0.18,2.66,0.894,9.21,11.3,0.28,102,Cotton
216,13,184,7.19,0.31,0.88,0.99,1.76,1.96,5.05,0.28,78,Jawar
1.91,27,280,6.87,0.2,0.48,0.61,1.71,2.98,4.65,0.28,61,Cotton
197,128,152,8.4,0.12,0.38,0.86,1.82,3.7,4.14,0.28,60,Rice
210,44,318,8.07,0.34,0.18,6.75,0.85,2.18,8.32,0.28,58,Rice
262,38,389,8.16,0.58,0.48,1.69,1.24,9.65,1.46,0.28,58,Rice
183,40,405,7.69,0.28,0.4,0.65,4.07,9.08,3.49,0.28,42,Rice
214,44,313,7.6,0.33,0.44,0.85,2.77,10.26,0.71,0.28,33,Rice
165,56,306,7.78,0.62,0.19,0.18,2.62,2.14,0.27,0.28,32,Rice
191,26,116,8,0.2,0.87,0.96,1.34,12.5,7.44,0.28,29,Rice
152,24,480,8.45,0.99,0.21,9.99,0.91,5.36,3.85,0.28,29,Rice
198,11,636,8.08,0.37,0.65,4.05,2.26,2.88,19.59,0.28,27,Jawar
184,42,516,8.1,0.92,0.78,6.75,0.32,5.38,6.21,0.28,24,Rice
170,49,384,8.3,0.68,0.51,1.58,0.31,1.39,9.59,0.28,19,Rice
125,12,466,8.12,0.24,0.53,1.52,1.514,8.05,2.742,0.28,4,Jawar
163,4,516,7.68,0.46,0.24,4.14,0.918,12.92,1.376,0.276,68,Jawar
100,23,196,8.09,0.38,0.29,6.08,0.566,11.5,25.52,0.274,83,Rice
208,33,482,8.09,0.6,0.79,3.21,0.34,3.91,8.52,0.27,56,Rice
173,28,702,8.36,0.4,0.61,1.08,2.16,0.27,1.55,0.27,48,Rice
149,18,396,7.93,0.32,0.62,2.7,0.65,6.83,3.17,0.27,45,Jawar
109,25,232,7.83,0.19,0.69,0.67,1.08,3.57,13.12,0.27,42,Rice
156,64,432,7.84,0.39,0.43,7.02,0.52,3.26,9.34,0.27,40,Rice
186,42,486,8.03,0.91,0.6,6.21,0.18,2.96,8.92,0.27,24,Cotton
182,31,132,7.9,0.23,0.38,1.24,1.4,7.16,7.61,0.27,14,Jawar
31,13,625,7.92,0.19,0.21,5.36,0.416,12.36,21.52,0.266,27,Cotton
56,98,74,8.94,0.26,0.41,0.56,32.01,9.33,7.11,0.266,12,Cotton
199,28,532,7.5,1.25,0.65,1.26,0.65,6.25,7.25,0.26,65,Jawar
199,52,444,7.5,0.65,0.26,1.26,0.26,6.15,0.65,0.26,65,Cotton
216,37,564,7.65,0.37,0.37,4.86,0.56,7.26,5.26,0.26,58,Jawar
242,64,516,7.55,0.23,0.26,1.62,0.25,3.65,4.36,0.26,56,Cotton
169,24,576,7.88,0.82,0.35,4.32,0.29,5.27,5.38,0.26,50,Jawar
167,18,376,8.24,0.27,0.61,2.71,0.53,0.73,5.64,0.26,49,Jawar
153,20,462,7.62,0.16,0.53,1.62,0.59,3.9,2.89,0.26,48,Jawar
169,26,606,8.8,0.33,0.23,6.418,0.93,3.86,1.35,0.26,48,Jawar
144,175,248,9.03,0.27,0.71,1.22,0.81,6.62,2.08,0.26,39,Cotton
456,15,510,8.22,0.45,0.21,0.37,7.26,7.85,2.82,0.26,37,Jawar
166,13,600,8.68,0.45,0.2,0.58,6.75,9.67,3.76,0.26,35,Jawar
174,125,516,7.38,0.27,0.63,1.58,0.18,9.65,6.86,0.26,33,Cotton
186,22,426,7.99,0.87,0.31,2.2,0.1,18.5,1.87,0.26,32,Jawar
184,42,550,8.58,0.53,0.75,7.02,9.88,6.82,2.69,0.26,29,Cotton
247,42,390,7.82,0.65,0.38,0.81,1.05,4.86947,0.82,0.26,29,Cotton
186,39,582,8.63,0.54,0.48,9.64,3.78,7.36,2.84,0.26,27,Jawar
135,33,415,8.16,0.49,0.34,0.59,0.79,4.54,4.41,0.26,24,Jawar
192,49,384,8.09,0.85,0.49,2.2,0.15,0.62,16.2,0.26,21,Cotton
306,21,213,8.05,0.49,0.27,0.94,0.58,7.63,2.61,0.26,21,Jawar
221,29,256,7.94,0.47,0.29,3.8,2,21.6,1.37,0.26,21,Jawar
262,46,564,8.41,0.11,0.2,3.51,1.34,7.12,7.85,0.26,19,Cotton
210,37,540,8.05,0.24,0.41,0.35,0.41,3.51,4.21,0.26,11,Jawar
125,116,322,7.59,0.62,0.84,3.42,0.398,9.966,5.024,0.258,34,Cotton
6,12,480,8.22,0.2,0.24,3.42,0.872,7.718,8.78,0.256,117,Cotton
138,4,466,7.52,0.24,0.3,2.66,0.894,5.398,2.808,0.256,91,Jawar
100,34,423,8.6,0.3,0.41,8.74,0.838,3.262,5.202,0.256,68,Cotton
50,8,508,7.89,0.11,0.42,5.7,0.55,8.05,1.182,0.256,34,Cotton
78,98,45,7.89,0.1,0.22,0.156,48.02,0.142,0.478,0.255,78,Cotton
154,56,652,8.05,0.25,0.36,4.89,0.43,5.01,0.25,0.255,25,Cotton
151,33,252,8.05,0.32,0.21,2.45,0.138,1.616,12.43,0.252,40,Jawar
63,18,333,7.89,0.26,0.27,3.15,0.152,4.222,12.43,0.252,26,Cotton
196,24,546,8.69,0.31,0.11,4.32,1.34,10.06,20.11,0.25,77,Jawar
177,20,288,8.14,0.42,0.43,0.76,7.04,9.59,2.96,0.25,62,Jawar
216,26,510,8.23,0.15,0.37,2.95,0.37,4.31,2.14,0.25,62,Jawar
248,42,294,8,0.54,0.33,3.24,0.36,3.15,7.72,0.25,61,Cotton
262,39,546,8.35,0.58,0.41,7.02,0.18,4.21,5.3,0.25,61,Jawar
238,18,414,8.48,0.69,0.82,5.4,0.91,4.91,2.91,0.25,61,Jawar
241,24,294,7.697,0.46,0.42,8.37,0.98,10.35,3.674,0.25,58,Jawar
267,61,510,8.25,0.12,0.42,4.82318,0.42,4.91,1.65,0.25,58,Cotton
261,32,435,8.32,0.69,0.46,4.75,0.52,3.26,4.61,0.25,56,Jawar
163,53,465,7.99,0.91,0.34,2.37,0.22,5.36,4.31,0.25,50,Cotton
198,59,378,7.22,0.13,0.49,3.78,0.34,3.92,4.25,0.25,48,Cotton
198,42,462,7.53,0.29,0.92,1.35,0.56,2.15,2.99,0.25,48,Cotton
156,48,516,7.34,0.48,0.31,7.02,1.48,0.51,2.24,0.25,45,Cotton
136,46,299,7.32,0.46,0.3,2,2.09,54.94,0.86,0.25,44,Cotton
322,46,414,8.2,0.3,0.29,8.37,1.23,4.45,0.62,0.25,42,Cotton
278,48,474,8.89,0.8,0.47,1.89,0.49,6.09,1.46,0.25,40,Cotton
196,39,636,7.76,0.13,0.86,2.97,1.56,19.34,0.52,0.25,40,Jawar
156,57,342,7.73,0.18,0.12,4.59,0.32,7.62,0.97,0.25,38,Cotton
148,65,456,8.02,0.25,0.25,2.25,0.36,0.25,3.25,0.25,35,Cotton
194,32,372,8.26,0.92,0.92,4.32,0.18,5.92,11.05,0.25,34,Jawar
236,32,636,8.72,0.11,0.93,7.02,0.23,9.34,8.2,0.25,29,Jawar
219,31,104,8.64,0.41,0.79,1.12,0.4,5.78,4.53,0.25,27,Jawar
148,44,396,8.12,0.32,0.57,2.7,0.79,4.98,4.2,0.25,25,Cotton
125,56,658,8.02,0.25,0.25,3.25,0.36,1.25,3.25,0.25,25,Cotton
194,15,306,8.26,0.25,0.39,4.05,0.322,3.26,2.18,0.25,21,Jawar
268,39,528,8.23,0.28,0.56,5.91,0.53564,6.69,0.15,0.25,21,Jawar
205,42,462,8.48,0.55,0.24,1.08,0.56,4.86,11.86,0.25,19,Cotton
135,36,564,8.42,0.09,0.34,0.73,0.98,4.66,3.24,0.25,19,Jawar
161,33,612,7.58,0.65,0.28,7.83,0.65,6.9,6.72,0.25,15,Jawar
173,39,462,8.68,0.17,0.5,5.4,1.4,5.61,0.56,0.25,13,Jawar
149,31,612,8.45,0.31,0.67,3.18,8.1,0.59,0.19,0.25,0.89,Jawar
175,57,568,8.44,0.27,0.24,0.86,0.816,2.224,3.72,0.242,76,Cotton
174,53,618,7.75,0.18,0.35,5.4,5.94,0.46,3.73,0.24,48,Cotton
179,55,552,8.28,1,0.31,5.4,0.32,2.75,11.36,0.24,43,Cotton
178,20,571,8.69,0.24,0.85,6.49,0.65,5.61,8.68,0.24,39,Jawar
184,26,654,8.59,0.98,0.32,4.05,4.05,1.26,4.02,0.24,27,Jawar
251,42,666,8.7,0.12,0.84,1.62,2.8,4.63,22.14,0.24,19,Cotton
50,22,416,7.58,0.37,0.6,7.98,0.768,8.506,6.919,0.238,34,Cotton
75,8,224,7.56,0.14,0.32,6.84,1.282,7,2.346,0.238,23,Cotton
113,12,588,8.12,0.16,0.39,6.46,1.25,6.89,3.04,0.232,26,Jawar
214,20,510,7.81,0.28,0.32,2.43,1.86,3.25,0.26,0.23,48,Jawar
155,49,192,7.91,0.29,0.19,0.63,0.16,4.33,35,0.23,28,Cotton
280,26,418,7.61,0.37,0.4,3.24,0.21,8.61,0.86,0.23,13,Jawar
75,42,91,7.36,0.29,0.57,11.78,0.218,3.92,26.02,0.226,106,Cotton
50,121,88,8.21,0.09,0.38,2.16,0.154,3.666,1.707,0.224,79,Cotton
123,52,327,7.41,0.23,0.41,1.05,0.614,9.67,8.28,0.224,58,Cotton
63,41,91,7.16,0.62,0.4,3.04,0.666,9.112,7.894,0.224,37,Cotton
88,54,60,7.77,0.72,0.38,19,0.424,4.094,9.68,0.22,79,Cotton
63,31,88,7.45,0.74,0.42,11.78,0.288,4.094,4.148,0.22,64,Cotton
157,50,372,8.71,0.36,0.21,4.32,1.56,3.01,1.27,0.22,61,Cotton
152,39,568,8.69,0.29,0.38,3.52,0.21,2.79,11.09,0.22,42,Jawar
121,51,422,7.51,0.49,0.29,1.86,1.36,8.4,4.242,0.22,42,Cotton
24,25,183,6.67,0.11,0.91,0.81,0.56,10.36,3.97,0.22,30,Cotton
196,91,401,7.39,0.2,0.5,2.58,0.9,3.39,5.264,0.22,29,Cotton
232,131,88,8.21,0.16,0.72,0.9,0.8,1.45,6.94,0.22,27,Cotton
90,184,128,9.09,0.28,0.52,0.58,0.672,1.976,3.872,0.22,25,Rice
125,122,41,7.69,0.09,0.29,2.16,1.37,10.17,3.004,0.22,20,Cotton
163,58,432,8.48,1,0.63,2.2,0.32,3.49,5.49,0.22,18,Cotton
124,18,476,8.06,0.09,0.33,0.94,0.85,2.81,11.88,0.22,14,Jawar
125,79,149,8.1,0.1,0.75,1.67,1.494,10.49,4.238,0.22,5,Cotton
75,54,634,8.01,0.13,0.38,4.18,0.612,10.32,12.4,0.216,26,Cotton
117,128,145,7.54,0.87,0.55,0.61,0.37,1.37,2.45,0.21,131,Cotton
218,28,462,8.09,0.92,0.36,5.13,0.24,4.08,11.73,0.21,58,Jawar
198,29,313,7.39,0.58,0.32,0.92,2.18,0.6,10.43,0.21,43,Jawar
138,12,519,7.64,0.72,0.24,3.42,0.568,17.2,6.93,0.21,42,Jawar
144,25,176,7.42,0.24,0.52,0.42,0.051,1.37,0.21,0.21,42,Jawar
129,26,347,7.32,0.16,0.56,0.57,0.541,2.34,6.91,0.21,38,Jawar
141,73,286,7.69,0.74,0.32,1.84,1.95,2.9,16.46,0.21,33,Cotton
129,40,347,7.32,0.16,0.56,0.86,0.85,1.79,6.91,0.21,24,Cotton
98,26,402,7.85,0.24,0.28,0.78,0.541,0.54,6.91,0.21,24,Cotton
129,25,302,7.32,0.54,0.56,0.78,0.84,1.32,2.36,0.21,24,Jawar
